1350268044,1408676495
1307322538,1350061315
1307676110,1340667657
1307661905,1337311786
1307758702,1428877904
1307654497,1385588891
1308368305,1317787248
1307657774,1428201852
1307739989,1400289513
1307657537,1385775961
1307747187,1325377409
1307683893,1307748041
1307653615,1399595989
1307744282,1308533444
1307752526,1316659635
1307655253,1312771390
1307671333,1327700897
1307664546,1335912028
1307743461,1370128182
1309977267,1316913056
1307757131,1454624187
1307750240,1338683582
1308176378,1322777967
1307659847,1455770194
1307662672,1332470654
1307663128,1311463120
1307663302,1315452229
1307665064,1359603823
1307664114,1341883547
1309145091,1326687568
1307670032,1336589405
1307740843,1330285301
1307672475,1327379352
1307673063,1352506157
1307751006,1364606830
1308100443,1309474232
1307673987,1421004762
1307823397,1362944477
1307681853,1420451529
1307689176,1309545447
1307723144,1325798668
1307748912,1341774565
1310707817,1310953497
1307790046,1454507689
1307712809,1315776274
1309881496,1312056592
1307750936,1442011606
1307994992,1308281396
1307750671,1421814342
1307739858,1307856136
1307753125,1387128715
1307741603,1308170665
1307748647,1332547810
1326727670,1366081422
1307747758,1316483074
1307748349,1308150227
1307749101,1307925613
1307749211,1307749250
1307751820,1330010605
1307753925,1307910958
1308803610,1315681569
1307762155,1315949285
1307757655,1307757689
1308791144,1316562820
1307759701,1311192773
1307759866,1312843737
1307928893,1308097789
1307929688,1319249345
1307763616,1309069491
1307764707,1307764811
1307765450,1307847598
1307768547,1308197787
1308197782,1308453184
1308884295,1309057156
1307844129,1320275111
1328320263,1413058447
1307803758,1399061176
1307793719,1308908160
1307807017,1320456260
1307833080,1355709106
1307835237,1307835723
1307811711,1308520596
1368578738,1431808866
1308197430,1402643820
1307826455,1307826649
1307833583,1321048687
1309298180,1343410984
1310599015,1330284472
1307849511,1311991329
1382671830,1382671880
1310946303,1332031706
1308426580,1319759789
1308366253,1308526461
1307915616,1332549220
1307916931,1314318341
1362701749,1362707194
1307922779,1373672402
1307923627,1307923935
1311599990,1316955629
1313206499,1327984708
1308449348,1310348300
1308450804,1308773674
1307997231,1310079651
1308374647,1409347606
1308003196,1379724285
1319043557,1368229659
1308096881,1340578345
1308022250,1308022346
1308028352,1308366712
1308100198,1308116090
1308079717,1308346345
1308083097,1322600818
1308258357,1308258455
1310947264,1393715872
1309121533,1373841771
1308175351,1328226320
1308100242,1455495299
1308100851,1335668247
1308103410,1309031880
1308106268,1311394114
1308106475,1314321733
1308121732,1308121864
1315767378,1315769531
1308358427,1308520403
1309654767,1347202740
1308179837,1308182292
1308181682,1308193825
1308708183,1336711880
1308452138,1378425278
1308215444,1309584395
1308529040,1309483455
1308422738,1308423832
1308249361,1308249478
1308274884,1308274918
1308250371,1437669324
1308776521,1362454921
1308430192,1312080787
1308264659,1309386557
1308340643,1414307784
1308274899,1308345257
1308277658,1344047999
1308278061,1308278107
1308446985,1324611653
1308279565,1315018101
1308280372,1361128987
1308695655,1312077792
1308544858,1308797249
1308303820,1308303840
1309974633,1436745411
1308343577,1314469822
1308884890,1309975002
1308349494,1338679696
1308358784,1356743678
1308363332,1364589044
1308963600,1416541831
1308373529,1309808814
1308382107,1309325811
1308417925,1365638224
1308408796,1336009331
1308486748,1308507545
1308436030,1311448267
1308509323,1309983332
1308451040,1319255097
1308460239,1364753120
1308537445,1365739536
1308462977,1413949514
1308516347,1313182353
1308523570,1312323682
1308525165,1346381292
1308537073,1353029330
1309022218,1316966145
1308572135,1313957713
1310517736,1321059016
1361675418,1379817101
1309649039,1327028442
1308607885,1349225325
1308613374,1359850016
1308628469,1308964621
1308612579,1316401988
1312140307,1334977708
1308616467,1309989497
1309397149,1321578810
1308582858,1308629012
1313713902,1402793607
1308583212,1313520645
1308582855,1308582904
1309478962,1327627820
1308583558,1313290191
1308674416,1311469328
1308595001,1433872673
1308585854,1308973408
1308696110,1308707936
1308586790,1312156776
1308610809,1377900347
1319941805,1328926107
1308594355,1344806251
1308595221,1312504610
1310242605,1335396951
1308601774,1333820370
1310481420,1310481468
1308612113,1447722818
1308795360,1339207988
1308614230,1308884563
1308617088,1315865994
1308628035,1309075127
1308629682,1309675868
1308637113,1308828183
1308698765,1309663205
1308659158,1309208188
1308700861,1347121735
1308678226,1308791992
1348976024,1428714799
1308690133,1309191559
1308696912,1319850281
1308702795,1330475431
1308703020,1309895382
1310249309,1341727584
1308713267,1329469872
1308732925,1318130878
1308759622,1365985212
1308769209,1455234608
1308965004,1309057872
1308788837,1308789190
1308798314,1366478124
1308808736,1308808820
1309040713,1408317339
1310597376,1354583875
1308874951,1325895247
1309285797,1392588901
1312073190,1358558112
1309824410,1363548583
1316225294,1331766829
1312673971,1344131480
1308870696,1380077126
1308956703,1315528139
1308872947,1392090103
1308876788,1367805491
1308888757,1308888856
1309025022,1387243262
1308879546,1308884369
1308966800,1422067615
1308885349,1362799810
1308885801,1308885893
1310881059,1312349694
1312064565,1313949068
1308953430,1309013501
1308954928,1326069480
1308956837,1332031031
1308957135,1308974001
1308971391,1455393793
1309567937,1326041936
1312046436,1312072514
1308960250,1312514428
1350160284,1410381595
1309223030,1309223449
1308961691,1347765194
1308965941,1328225286
1314330224,1340005566
1309053638,1309146791
1310168639,1386203395
1309222488,1408827003
1309034288,1309629860
1309042428,1309042600
1309048460,1311719522
1309049387,1309049427
1309107619,1379888618
1310957839,1333163732
1309290806,1314394117
1309137306,1383088038
1310768259,1318635246
1309139617,1353287262
1309229251,1337645761
1309125975,1378174563
1309220248,1325293708
1309126757,1405548423
1309135416,1352334637
1309130458,1312674463
1309134669,1312848953
1309134589,1317082281
1309201674,1342744731
1309160203,1402875410
1311484041,1335848073
1309398005,1324609026
1309216108,1317608661
1309210422,1312519721
1312214337,1312214814
1309231856,1339803043
1309238123,1309238663
1309305653,1353460686
1309292578,1367869416
1316137978,1316138070
1309301046,1309400845
1310518090,1438919273
1309320203,1334116469
1309322293,1325384988
1309400663,1405377212
1309399809,1443474959
1309388779,1310250997
1309392564,1309392668
1309400659,1426546563
1309405343,1318735838
1310782170,1358723369
1313788596,1313795572
1309481361,1395358556
1309496077,1310051982
1309521794,1366095594
1310917732,1362247085
1310176599,1382206093
1309631167,1315181846
1309828801,1350603190
1309550795,1310526575
1309552167,1309658090
1309562122,1315069196
1309636112,1341173122
1309556256,1394922412
1309570655,1455760395
1309571888,1314838113
1310168363,1337035156
1309642662,1441500573
1315615127,1365378185
1309649592,1351965689
1309630396,1309630556
1309741439,1343600005
1309639348,1321484222
1309643758,1315666365
1309646208,1312152291
1309646806,1324338689
1310612512,1321232748
1309654467,1309725488
1309654412,1312606487
1309660322,1322098442
1309662337,1436481762
1309666576,1404511194
1310142387,1311006780
1310255573,1311575319
1309819274,1335995725
1312847509,1370048805
1309729531,1318109006
1309736634,1333917525
1309745924,1337907478
1310696889,1325014309
1309799368,1341432211
1309800653,1373171747
1320199755,1431396288
1310445377,1326148235
1309814179,1311122305
1309816682,1311468478
